,0
301,38123.85734584532
302,207226.4008184353
303,950143.8011230006
304,1237395.1603543852
305,619631.6073642593
306,830762.2613149286
307,270596.611962894
308,878404.9997341303
309,347345.21775388427
310,552371.7237721372
311,-51039.260359239124
312,297698.4203196211
313,130391.67559558502
314,349760.1324144404
315,246910.79263231333
316,505944.3253406532
317,607313.3844820921
318,202927.0170223834
319,745818.6828372543
320,1944129.5946602924
321,463576.3702500111
322,434280.89675899583
323,64625.12511220999
324,429688.1640758279
325,885986.9198363764
326,861064.3689282647
327,755600.8161495983
328,514127.9109527605
329,1351063.3105339217
330,68782.68154670752
331,317571.7463430058
332,174490.11475899705
333,568243.1423011773
334,597823.1293395215
335,449761.5256521007
336,279590.18749246176
337,-61964.343641428306
338,746756.6356458927
339,548811.6622588711
340,354481.73625174805
341,381991.7078933427
342,619333.3256506816
343,858104.5836591058
344,700930.397385563
345,269860.9940419361
346,166532.48042361496
347,67106.43321099476
348,727341.6681809456
349,405674.15151845245
350,290211.2295589405
351,427810.0683137805
352,389135.6540679261
353,1072265.7269906406
354,342852.30452557746
355,211107.94576249266
356,562722.2701646476
357,304881.39192159486
358,639057.297453913
359,-334749.9726820208
360,565159.9222791992
361,1348264.366501585
362,88142.24041123141
363,-32946.50090197436
364,119644.92062225332
365,348803.97199823475
366,444190.60048518854
367,254942.09516673494
368,304329.94907892414
369,57607.474923836126
370,881117.4297647319
371,1266564.8388787615
372,849291.243623864
373,475705.2054964502
374,482212.04535331123
375,1394514.0069852686
376,134784.13356207212
377,287750.3585718427
378,902855.834766351
379,746734.9962901726
380,355320.4446535973
381,753280.7345062599
382,695130.4744783492
383,356108.6628045599
384,680816.8496942562
385,661813.7039926627
386,1148739.0127457664
387,358748.50660237216
388,837857.9986687332
389,521729.5584157042
390,492423.4150282844
391,183542.35065190535
392,960122.2056782636
393,149026.73443233623
394,447050.34734908305
395,-196950.09698688533
396,403731.9791734115
397,20580.563557986432
398,934031.6549156281
399,617281.0794173025
400,657487.4191868615
401,111196.03553554794
402,1326855.4168430907
403,712515.8674310783
404,68932.69888882566
405,512626.4364066288
406,1574423.3431263189
407,1059237.431959954
408,-36632.263172986335
409,249952.61093159247
410,962430.5971974576
411,702341.202136568
412,91315.73705267388
413,241563.41118965915
414,103656.80640403449
415,561178.13645102
416,470315.5421493718
417,440072.5700824446
418,136307.1805382672
419,474187.7975415365
420,540632.4118782628
421,268834.47346755833
422,100865.25026302296
423,234132.58040126605
424,527355.7676717023
425,190039.08268864022
426,748234.5407764799
427,337907.4236741521
428,547317.0142651362
429,798620.8176504028
430,113464.68009810545
431,387937.23920353304
432,595599.6296064699
433,836724.3485990391
434,178510.38764034724
435,458731.8655115026
436,856411.4561206497
437,72598.82434817468
438,579231.7365770774
439,1423297.4794235304
440,487447.15232834953
441,539649.7324364542
442,537322.1265316562
443,778367.768943717
444,470495.3072698738
445,1412517.8111130246
446,665092.0425337433
447,368166.8570832745
448,424581.49360913725
449,1378374.9707903028
450,586946.6937496408
451,316377.03042455553
452,538644.0637324692
453,92088.63984554319
454,519616.7432857547
455,539255.8880014099
456,696655.454681646
457,195457.01034411835
458,163420.02206029888
459,181491.95608284592
460,636351.84519415
461,258683.22716494132
462,472918.58392076206
463,296920.3644636937
464,254324.1276398367
465,144172.79104103107
466,499656.9669324674
467,364555.86599898955
468,568759.9737835083
469,172145.4359214889
470,445945.5627699399
471,282502.081508298
472,362401.8333898649
473,327690.4781714977
474,365925.82105034136
475,215245.4451344253
476,475637.4224343464
477,492376.072651734
478,213792.11151473626
479,298866.63075598865
480,391665.00212067843
481,284269.4909041577
482,425072.54504477803
483,475801.1631155844
484,417261.38393614197
485,285985.04693118326
486,395131.1313183431
487,566424.0864515032
488,456390.1143010376
489,298590.6675532068
490,361661.12769360654
491,1141511.3298902307
492,513704.3470896038
493,87508.31474762544
494,502026.7027335067
495,91349.49677714746
496,979434.1833019959
497,449615.85624832916
498,987035.1231634548
499,344638.0113049729
500,601590.2625112967
501,818716.669675242
502,777392.0706724232
503,773703.0027602044
504,195972.06003350153
505,675560.5441662507
506,551069.8844596886
507,605402.6964590409
508,433757.95948527416
509,1117462.735471962
510,333551.57134685025
511,864004.1570254251
512,1074552.0406049541
513,743264.8575390503
514,318845.8361141168
515,1276413.6834522788
516,655353.4375058737
517,511668.3563516864
518,494800.65929158835
519,433431.27727179544
520,489938.3052480845
521,206975.30145074357
522,44060.49735216185
523,1319565.7317354726
524,979889.9703048818
525,712075.9878903273
526,330880.42063834646
527,665721.1084539323
528,439531.52013905894
529,641654.5660498496
530,316136.64812314673
531,274722.1591001829
532,191665.73079606192
533,441187.0076293056
534,1033567.8831886811
535,736661.5729719889
536,751003.3769846861
537,271374.2258055398
538,834012.6430216184
539,1136385.3229390462
540,379968.4799471558
541,121981.85404967418
542,906518.5785564581
543,1108806.059827154
544,152750.36322585517
545,1130456.0980426343
546,546263.9180169472
547,148875.5070600232
548,478563.8930176577
549,405420.4772285612
550,225762.73079508677
551,1144922.8023872213
552,460318.8388921019
553,423726.5598851078
554,219001.08421474573
555,481008.0011011984
556,221236.11789000122
557,810027.7699641244
558,433778.12161308655
559,278764.44460350554
560,349417.97776770266
561,277929.83982810046
562,200155.54040204792
563,1510285.112328838
564,359925.8968364089
565,211475.70967424475
566,805745.8281039039
567,185170.70324717386
568,695277.0473523065
569,247795.35954393266
570,593997.1950848342
571,445118.45654539496
572,227136.04178781994
573,354050.4431078114
574,640761.28785281
575,751581.4178410168
576,-80309.24746341526
577,1181310.3348067082
578,461815.5054170338
579,634575.205109701
580,155494.89391930914
581,452456.28766120225
582,608188.6081717667
583,254739.68963352143
584,784038.394222602
585,682543.8115694331
586,158839.4317293638
587,271649.28473488556
588,331028.1069797467
589,378351.33825407294
590,532177.9612107074
591,536649.681142014
592,-185773.2446354652
593,500503.453621204
594,-21684.10612065578
595,705710.5464130939
596,186294.55826640298
597,772024.688256167
598,429208.7737095605
599,316034.8512368514
600,386682.40052893
601,662685.4506769375
602,535106.8370677981
603,462698.77707238856
604,679522.5387427041
605,657562.3468828312
606,114559.89744244539
607,687115.5399910057
608,542201.2171663842
609,683449.9942134343
610,917759.9193642935
611,518397.3886137551
612,167632.95394653856
613,599717.9665812164
614,1564422.536597412
615,115018.81353020127
616,775139.4749028292
617,783426.6043197677
618,325938.1727620481
619,394799.65321554197
620,835496.5994084365
621,718602.502229926
622,470538.5827692478
623,352197.97464641486
624,593543.3349774824
625,390467.46211196564
626,394254.80950242246
627,134159.7543883907
628,367779.294794044
629,343203.1413968296
630,696740.6981674635
631,342590.11859893287
632,828004.8156285257
633,233319.66639720334
634,669515.089749311
635,412964.0021882998
636,445628.9193311932
637,572020.6649315914
638,230858.91334576946
639,96750.00047407218
640,426005.73502490507
641,119509.46462339413
642,438924.1092670483
643,653492.5108062503
644,1057982.28451554
645,-181013.240226626
646,394422.0706363969
647,409688.92490825953
648,472156.9187463934
649,402994.29227287334
650,254153.96629414934
651,1315907.76628409
652,358105.5355743696
653,1438926.5020219735
654,260741.63419090776
655,615163.8312213698
656,454287.8381203364
657,218521.24058730743
658,317052.11323896295
659,925362.3000786103
660,572119.5646958457
661,616530.252671494
662,1053471.2654836988
663,334049.4689714017
664,498600.07924812275
665,520543.3566853595
666,1496389.005086015
667,366667.7444487086
668,362516.67277985974
669,552254.9271805222
670,548681.3736805709
671,537515.9779424969
672,373441.6455962062
673,1677537.4806712554
674,267816.09922603023
675,370520.6094351858
676,520280.4731375576
677,948227.0159984013
678,732796.3393617232
679,315801.5440371741
680,783449.9788251997
681,264881.7451768432
682,255546.76539540745
683,434057.34356145526
684,878968.3548085539
685,480527.6617096212
686,276780.209500165
687,662400.7590278197
688,762353.168939914
689,790717.7135686039
690,913261.4406359686
691,520768.88260414405
692,911879.9112418805
693,449553.7710495116
694,802030.9596765974
695,392391.8445963926
696,934173.3171053663
697,278545.2634146028
698,198687.96233216155
699,336344.1051915905
700,741531.21671552
701,490274.4287268239
702,468479.6883490165
703,644816.3148505671
704,600595.9759875542
705,589659.2489102383
706,404148.3799155705
707,393547.44781842653
708,519139.08402443863
709,283290.9859702558
710,152650.8179680996
711,358428.20463718777
712,-113377.25367461846
713,355430.669866376
714,650284.8554529579
715,302441.14228128816
716,476694.63795614615
717,301930.59438626585
718,1362807.6867153817
719,344964.5078804855
720,547752.1009479093
721,99838.8573160462
722,479341.4997143523
723,71879.8020039621
724,502641.33387313015
725,624829.8752154532
726,488584.5621535985
727,338750.44744796667
728,550938.8223281843
729,341550.6093679373
730,426918.8230069763
731,444256.83083700074
732,1257042.8874540129
733,136905.48418448697
734,459784.4795468516
735,518127.1769873956
736,835480.7902637786
737,1604405.105285597
738,1203167.767833659
739,243580.86687471485
740,300586.52450609417
741,550667.1982753975
742,696313.3912248496
743,939917.3411824784
744,272305.61264158937
745,475788.0812783218
746,179786.79156688956
747,758116.6156351841
748,712433.5413101276
749,106046.71285292302
750,278421.63199657184
751,680127.7008942429
752,433723.5976410833
753,928625.3032672213
754,298445.1765209518
755,1104110.1228477731
756,335902.45558265015
757,100284.38802461047
758,474741.4316442881
759,407930.1478247164
760,325315.4556053367
761,393289.49099378847
762,622135.7290582535
763,859811.7122172072
764,823989.7423105036
765,300295.17765301105
766,-5666.180360732105
767,466245.9462724795
768,294424.4318191317
769,474996.24423970864
770,471489.2142306935
771,660936.0498062525
772,1030813.0811076377
773,1258671.1624974972
774,383907.6749989055
775,613837.0913746747
776,870841.8401992758
777,642102.0664569669
778,645871.3824017791
779,661402.8880777681
780,664278.4894910405
781,132787.57392531668
782,965976.423182506
783,747000.0238307657
784,798771.1908978223
785,277145.1414447625
786,486331.19927697955
787,305649.25716452405
788,120541.26002797153
789,497350.0352779656
790,939232.8950345317
791,3190.7322952343093
792,431050.34233309724
793,657941.1593118912
794,249590.24011663912
795,896403.1933939994
796,342482.8358995492
797,603398.8761972337
798,450500.03746606654
799,713503.7188025306
800,211670.0873868161
801,1768168.0337793585
802,474862.9616948897
803,1515711.8071844694
804,385790.35838096123
805,502042.76382427977
806,377115.2512562907
807,798156.8413440466
808,767112.2838236947
809,227073.14451992983
810,170532.8834336354
811,675668.7456299008
812,234229.59638374357
813,454515.8436266363
814,346631.48510004603
815,957750.5373566254
816,394344.1975166433
817,388289.9255412839
818,962221.0802792575
819,29922.909735176654
820,1142741.041587952
821,925037.0967638044
822,747440.6446943181
823,1526531.1232886757
824,5495.625711216038
825,890102.4377193142
826,1018771.5740109122
827,584324.7670360276
828,285309.9882019818
829,431035.87296406913
830,9628.218968356494
831,572279.4553441236
832,972759.1000223715
833,133226.1080133638
834,571990.4904120322
835,319968.5283609661
836,711760.4177878172
837,366576.85015366133
838,645311.8597558644
839,231668.32701534755
840,1074304.6948317466
841,346369.5259580993
842,250623.64863195491
843,715104.4440503103
844,430529.9336716817
845,1121983.2680876465
846,255464.27016535983
847,137306.96429771144
848,571157.8866536884
849,649078.6843333801
850,2772246.7381626675
851,457813.61561239033
852,96381.59848546161
853,419207.9847597057
854,674287.5497067401
855,397686.46081417624
856,120132.61565388145
857,383804.46537138056
858,1070095.798136734
859,512472.54230803356
860,446736.4933388375
861,939263.360621269
862,331763.0130136752
863,296606.64305899164
864,121418.97777113336
865,1331977.2375866761
866,661368.5852041998
867,575147.7114160714
868,249217.79559441982
869,71583.85866196622
870,546298.4949970081
871,326569.4287008246
872,196698.28822699544
873,636447.9631243974
874,746937.245308371
875,542374.6779014021
876,732005.5443978631
877,101476.05325750081
878,556993.5243374783
879,553734.446728326
880,385348.4541876967
881,459070.92521725455
882,-30971.685234024015
883,814988.4230617014
884,302965.11784943356
885,257129.42195918027
886,183675.63567248575
887,1244144.008673817
888,586525.1935735159
889,397203.8217077176
890,312944.86155418097
891,510443.2832348782
892,366350.39691323834
893,569547.5785713312
894,674060.790974212
895,559492.175322757
896,493197.11157482874
897,414865.2579100492
898,-95300.65239810196
899,764178.5071372287
900,259753.22916893533
901,347521.576737916
902,702047.7841269193
903,349277.3922620319
904,182838.1710321108
905,901166.6037261713
906,112129.72933091852
907,729885.3753510547
908,193368.40800325887
909,586030.553953759
910,732111.2246995254
911,285177.7237745895
912,377033.9883663781
913,870760.6241410967
914,528731.905138778
915,381683.6738979836
916,437411.1158177167
917,363819.9347352532
918,153935.9110292109
919,308574.0210744445
920,217384.96768576687
921,612923.9859854083
922,832749.0367736841
923,863892.8150995529
924,255001.86325714434
925,442282.86652014055
926,270425.4304736496
927,328762.0765822943
928,979577.9524677269
929,367691.24768056057
930,595254.5239517418
931,314604.57496724743
932,518262.07553718507
933,405180.39734704804
934,164589.86557388632
935,466157.54577329685
936,180173.60181100626
937,642323.0329162539
938,271248.7853681781
939,655805.308856385
940,390228.46851860825
941,531431.9490600395
942,669862.6366264068
943,586336.5775527201
944,763515.9002324454
945,586158.9729551807
946,1188604.1458747024
947,497374.02084983094
948,706115.0712336616
949,699357.5198089061
950,357450.1067885378
951,1448806.8804462515
952,446283.2973312966
953,524852.3566094001
954,717133.6525961086
955,1128752.708255874
956,176720.02803212148
957,780808.5039529002
958,184683.13230524037
959,526415.915483249
960,691589.9890259639
961,294780.11021555087
962,863620.9877671754
963,496366.82811302156
964,299291.50130881823
965,1328229.6812252686
966,218422.3731448506
967,1574222.9962032852
968,336558.5023170946
969,653953.0423581685
970,472314.30142408004
971,201385.14876829548
972,415597.79520324536
973,205179.9148582039
974,395204.2984550295
975,134145.25011419796
976,1224493.319400319
977,616169.8516116261
978,-85077.94253754884
979,341374.0904489395
980,282144.91280093946
981,1220752.4489267422
982,269091.40807512007
983,510069.1450746821
984,410719.9825900914
985,834528.6043623924
986,63009.30141139572
987,486037.04301840113
988,615170.0272409033
989,237252.79341787996
990,290553.02831864555
991,666213.8356729359
992,862767.1475552908
993,205202.22825685842
994,615877.940981205
995,738787.0047963815
996,519437.3939616629
997,358300.5204374335
998,1602231.2127915495
999,837193.544295601
1000,820259.3091503807
1001,218520.4628368623
1002,538251.6393231334
1003,398987.2164778643
1004,641060.017140284
1005,1107302.5432604123
1006,136207.482540399
1007,690395.9131279527
1008,804839.5411147631
1009,449799.0395778909
1010,323965.52547406405
1011,1447175.8958193841
1012,724752.42669391
1013,-27575.0206122417
1014,219865.77773919917
1015,1053463.5259835212
1016,732569.3923532466
1017,611144.1432537063
1018,578947.3098286213
1019,1345188.0760190492
1020,315902.0247341356
1021,546876.6678140585
1022,556445.4350826313
1023,68504.2714576241
1024,509594.47645979107
1025,511063.0964011039
1026,504452.9721172019
1027,556554.99396344
1028,664118.452639669
1029,372412.2663974068
1030,509341.3604297661
1031,489980.3898820692
1032,-200342.4221130546
1033,447177.79759750376
1034,88614.65078731423
1035,432216.7171865818
1036,810976.5278439763
1037,700052.2640695273
1038,405839.98995192454
1039,305185.35405072325
1040,365286.7097436598
1041,308553.720675534
1042,651005.2358305809
1043,1193659.9887663205
1044,814384.3365572268
1045,1142447.6615781737
1046,1117907.9886714849
1047,589054.7493245506
1048,488529.9329833004
1049,144823.36044262245
1050,1483691.4809253258
1051,162124.59588800697
1052,631192.3427880481
1053,411143.5074577341
1054,769888.8449811868
1055,628328.155978092
1056,1119479.8254250414
1057,1470002.403739601
1058,764797.460669517
1059,343418.97167937376
1060,260818.16971487406
1061,605044.2901144723
1062,1050133.0120150726
1063,741326.6892412233
1064,776712.7536833177
1065,207125.4379289057
1066,859123.3677834504
1067,792163.1312167255
1068,833597.9495777268
1069,1790932.9944007425
1070,641319.6880966891
1071,333552.36313916126
1072,493170.0499973906
1073,347663.6853581974
1074,165631.27941816748
1075,359722.87023839983
1076,651502.0560483752
1077,4603.988310432527
1078,550470.9622279061
1079,355642.22356576286
1080,453741.52779048635
1081,378012.9304614783
1082,833567.3505063235
1083,152280.21491275314
1084,14906.432077929785
1085,421305.5067969422
1086,251588.8215208655
1087,506092.2413003753
1088,1560968.8556980933
1089,896712.7446556721
1090,1070982.6846340601
1091,586938.3405772132
1092,347933.54466701427
1093,16321.75022041853
1094,621843.0066612114
1095,585822.2150541159
1096,664734.7120892006
1097,384258.34826837643
1098,624400.1065750187
1099,334096.3646858139
1100,258036.90179617942
1101,427784.05496261036
1102,502123.23659314716
1103,643101.80607204
1104,303636.16976288776
1105,480698.78891518596
1106,542302.2479316507
1107,102808.73880398995
1108,454855.46564461954
1109,105149.6769167246
1110,503123.6626484841
1111,1110837.2524466636
1112,567214.7444429105
1113,369893.02664912713
1114,755493.0862709826
1115,324939.9824061049
1116,209237.76185428712
1117,75833.14695761423
1118,1220280.6339662033
1119,218899.20155128645
1120,435502.1050662206
1121,232809.13856624544
1122,1153164.1055990276
1123,537484.4813191547
1124,654475.2407069474
1125,523013.71825401695
1126,414376.4621204692
1127,408568.9649151915
1128,454006.2537202275
1129,200933.2012141418
1130,459490.8029914886
1131,545982.1026259382
1132,1069322.1356731253
1133,365235.6203647022
1134,600192.6327173044
1135,494697.5016420776
1136,618081.7292766637
1137,588335.3954277941
1138,1350673.5265247156
1139,712048.9664834898
1140,903579.5754907337
1141,376900.2497215717
1142,-27055.9329459788
1143,306373.38873496663
1144,411016.4557051561
1145,1150914.3733396735
1146,842749.1072381331
1147,663400.7212558237
1148,279480.22388299124
1149,477477.0608544807
1150,397001.76947736007
1151,539704.7877472327
1152,1060954.6312312358
1153,1702393.451169156
1154,185731.90591502778
1155,490015.7081616336
1156,267683.04445397644
1157,641277.5963976625
1158,626330.6990824322
1159,911645.4537357966
1160,446360.0951803841
1161,527675.0450258129
1162,625952.2534325644
1163,475508.17179282557
1164,302557.2169899548
1165,876176.344329411
1166,898424.3241845652
1167,1170693.1659393795
1168,326523.0736761086
1169,430454.711906724
1170,1146366.8880248643
1171,221058.08945519966
1172,414895.8598918925
1173,102940.0375153533
1174,583024.9681148208
1175,718715.5371986106
1176,292690.7318331286
1177,1758656.8411948713
1178,427895.965235393
1179,690384.3409459289
1180,439555.0122953631
1181,490660.90038269653
1182,662386.1650808739
1183,293504.59414945054
1184,1203974.6424758239
1185,500830.1141472972
1186,699606.3400140982
1187,553404.7432633837
1188,459609.7439337204
1189,560375.2281275974
1190,709529.5663415852
1191,367949.38801847794
1192,203230.69536281534
1193,785759.5934087166
1194,515225.19475655747
1195,541165.9538677492
1196,693860.0612765788
1197,128342.7374901583
1198,533729.3707595564
1199,628417.6365417007
1200,852058.9708026211
1201,323218.3529186734
1202,584496.9850626593
1203,204834.65116651804
1204,1244964.3140253923
1205,1105799.9625955084
1206,359087.1698606642
1207,737815.633991153
1208,1143961.7819881933
1209,345263.44656253955
1210,238813.92089508811
1211,598579.8080944562
1212,448814.422749114
1213,144566.27073176374
1214,91715.56309460558
1215,1257587.1134888483
1216,369787.857980139
1217,766876.1339017636
1218,686990.9109978668
1219,1106816.340580021
1220,236507.05096884212
1221,812447.9165502801
1222,948767.7547572003
1223,400872.2104106172
1224,342787.5775282448
1225,355368.0807124666
1226,257309.9832142354
1227,374657.12034736783
1228,192585.852223114
1229,129999.72810906928
1230,1152029.6157469237
1231,491468.17618146806
1232,817713.9133566237
1233,954760.541576824
1234,933315.4929638695
1235,433819.8631140464
1236,796437.3443564005
1237,231034.61297559185
1238,460774.4089524483
1239,806641.7193285389
1240,252024.5597573158
1241,351035.7974817873
1242,328727.3568119587
1243,708723.8607288405
1244,550528.895869934
1245,1034249.268896175
1246,95235.33862403652
1247,733151.5741096295
1248,742823.8231683929
1249,369969.2844978698
1250,483870.46783781215
1251,618918.661795882
1252,567671.969033488
1253,571849.8734882737
1254,317007.46977258404
1255,1333315.0065228958
1256,284608.85938764265
1257,819238.5716301497
1258,342008.41248670314
1259,595494.1580890167
1260,365712.71638777026
1261,1220191.4757516733
1262,806956.8209270798
1263,788710.3359932594
1264,574477.2059460316
1265,719278.7373879141
1266,1157248.76988499
1267,974696.0923319712
1268,908861.952042759
1269,692557.3502754051
1270,98167.4079084968
1271,178041.95659346267
1272,282302.49344614806
1273,935252.8571241699
1274,396800.0317216625
1275,1217372.4719964676
1276,518826.0026916142
1277,1069281.9487704881
1278,352265.05294533924
1279,106350.9776244351
1280,685895.7235635899
1281,46175.43855004577
1282,270215.01487422007
1283,1784805.9185412829
1284,607631.6294992964
1285,749941.6787878504
1286,317970.34464584594
1287,600981.0407340666
1288,594199.1096651453
1289,423227.5783727028
1290,690085.9347031687
1291,289916.791033173
1292,563553.72256292
1293,301069.54347708425
1294,542963.7091739743
1295,875572.8817871743
1296,537032.7613692393
1297,602802.8673660114
1298,171669.72789385566
1299,-160746.8323346887
1300,831865.1076402665
1301,637690.1543681707
1302,332370.5303101777
1303,263107.7677839129
1304,158613.8810305883
1305,1351541.3640845763
1306,435605.4863417635
1307,822245.7166373719
1308,523523.36639477895
1309,44990.25336322619
1310,110400.85970454256
1311,487035.2874031045
1312,455858.36889479833
1313,324862.0825737573
1314,566073.4094624411
1315,586970.4798502147
1316,346781.21337884
1317,545272.4833996479
1318,272805.2667956481
1319,526312.3381947688
1320,326856.02767542575
1321,490050.1069051436
1322,236698.11229796667
1323,744580.5435916054
1324,476445.3131754749
1325,905313.5592366712
1326,370092.41377166356
1327,511953.7602986916
1328,589069.72488498
1329,458472.04607393243
1330,361752.17230471433
1331,869050.5953988017
1332,459769.4180831171
1333,1107379.3970191758
1334,376279.45409646607
1335,340901.89525544876
1336,-134764.09763232426
1337,629785.1379835947
1338,691100.2395210916
1339,148507.95112223172
1340,735606.3546918409
1341,270571.5257966376
1342,199457.490038811
1343,755966.8538136457
1344,101886.13039206143
1345,660564.3207750682
1346,150967.71060170018
1347,518377.9432778694
1348,314943.36680207413
1349,118655.62184457999
1350,1609271.4968248913
1351,249141.61947144964
1352,304630.998642872
1353,823044.9660980048
1354,378354.95766438707
1355,444415.43162082636
1356,609665.5279230672
1357,1136433.6573466505
1358,461836.7192586665
